Gender,Height,Weight
0,1.9439642876972152,2.5056716812446225
0,0.6275053008797852,0.02709928340934188
0,2.012342832573718,1.59772633958483
0,1.3939907598228973,1.8251311892909905
0,0.9133750283254546,1.3986803837433979
0,0.23013631224805395,-0.2874073409135211
0,0.6283310793202701,0.7003620377382472
0,0.5148645297928938,0.20339679718942968
0,0.16930088296041743,0.4512546860324561
0,-0.7566067576575952,-0.15698927140915353
0,1.2547855081519734,0.7837369086182493
0,1.3705540801453027,1.6288805770333672
0,-0.4161712588324776,0.17712179154802576
0,0.7577619319162789,0.8722262875570104
0,0.7475377397403197,0.7784187572411511
0,0.33217689526419475,0.33469622185943665
0,1.5726348661360083,1.0772292446427618
0,-0.6220185944421621,0.3563895888437851
0,0.8505461278535303,0.7643971958685291
0,0.40765006777214385,0.6536067099410855
0,0.402203802135837,0.394773855122278
0,0.7984035507454822,1.130265621898356
0,-0.05677094152051778,-0.38204257835035216
0,2.2971667995564617,2.096689402081981
0,0.39652382929864954,0.017636952557589264
0,0.4617180141682039,0.9624765545307677
0,0.7074858425095772,0.7161611802712113
0,1.6720563332455505,1.413579544564821
0,0.2738596038341326,0.42897026428471147
0,0.553304754439014,-0.22105459270176905
0,0.5849342031403918,0.8118266452530903
0,1.9925124979479216,1.6030012696113753
0,1.3412913742948076,1.046201168302934
0,0.731015149587237,1.3623603595197598
0,0.8342090063622213,1.3306087113918952
0,1.0483014047067087,0.979903078920458
0,0.7039874245727932,1.122691942724927
0,0.21467381185397075,0.69672077161328
0,-0.14561143734483287,0.07510387052144171
0,-0.5362850636805463,0.05193838026238645
0,0.4176126650512254,0.3330974941454678
0,1.5131445493431048,1.0154666210527348
0,-0.28517380415173005,0.22353591745783338
0,-0.07209365853648568,-0.007690322041461822
0,0.29701193208253407,0.10028268364346322
0,0.9713318221531205,0.8559103827147468
0,0.4897369497763293,0.7979271532249859
0,1.5087997225110839,1.4834264147114085
0,0.7309362727909481,0.9522100583266061
0,1.690124201381298,1.5541752115908443
0,-0.41194676869975005,0.12991193214258348
0,0.9918030519542349,1.2343035816437584
0,0.5520142885119464,0.3732228624174786
0,0.25036103595821185,0.6218714789919226
0,0.16202203288298775,0.25841650432574675
0,0.03430518017950659,0.05821433662544927
0,0.5160448031186102,0.8804493143962905
0,1.1453845630868815,0.9556518928592829
0,1.2601243610080408,1.1448114082190535
0,0.9475708766265359,1.4976169658864906
0,1.308794194056685,1.1622936829613735
0,0.8276600560286135,1.1411070720120569
0,1.936561493266337,1.0542479299608125
0,0.16356553550087347,0.1090973673139631
0,1.3127665295022106,0.5737913793543616
0,-0.28284641766258184,-0.19278221957551078
0,0.49554718238788864,0.7187840682960983
0,1.6628364993562634,1.8449257100422778
0,0.45011238155101396,0.6812009288258496
0,0.6573431663027994,1.0903973080486207
0,0.7594356991722071,0.7211578072275834
0,1.0800869124772734,1.4355254603425056
0,0.8566969150661886,0.4908545045219139
0,0.31909033918845314,0.0519379150201487
0,1.595975502330724,1.7060272929737168
0,1.2697570220762209,1.345912113034131
0,1.4143177031418666,1.2295899647643374
0,1.527631648147544,1.851893610780572
0,0.037704183454930616,1.0903520878371773
0,-0.0879852568653418,0.2242542281399047
0,0.31438215652881196,0.6226511407557321
0,0.4883678007856961,1.1591443759078464
0,1.9385348238366615,2.381815541229703
0,0.8927562055034538,0.36130373930812104
0,-0.10603742379932743,-0.02355892146604131
0,1.2245414908045387,0.8459633379349253
0,0.05942433042976574,1.4608414066082198
0,0.6715936198236915,0.9964595791450276
0,0.4878202260177733,0.39457966035710346
0,1.5462565006096765,1.1189654037435173
0,1.4159378498876045,1.251394062064267
0,-0.29382767337779947,0.609547427813581
0,1.1105754660603775,0.644133747568039
0,-0.42511298325152935,0.5017031998120297
0,0.19128942128135246,0.11007149394358968
0,-0.3249033736819416,0.13319723691356836
0,1.386259983234312,0.9858407225528777
0,0.1209395841953787,0.5993293580581383
0,0.026956399912237337,0.35297156904077587
0,0.7911485946907395,0.49925377542185506
